id,name,name_bn,size,price_bdt,mrp_bdt,corporate_price_bdt,categories,category_ids,manufacturer_ids,description,short_description,image_urls,offer_image_urls,url,country,sale_blocked,availability,catalog_item_type,fetched_at_utc
20928,Aaram Juice Orange 1 ltr,আরআম জুস কমলা ১ লিটার,1 ltr,415.0,415.0,415.0,"[""Juice""]",[19],"[186, 506, 528, 317, 327, 349]",Square Food & Beverage Ltd. has launched Aaram  Fruit Juice and marked its footstep in the beverage industry with a view to provide real fruit juice experience and health benefits to the ultimate consumers.,,"[""https://chaldn.com/_mpimage/aaram-juice-orange-1-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D138439&q=best&v=1""]",[],https://chaldal.com/aaram-juice-orange-1-ltr,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
15543,Aarong Dairy Austagram Cheese 200 gm,আড়ং ডেইরি অষ্টগ্রাম চিজ ২০০ গ্রাম ,200 gm,190.0,190.0,190.0,"[""Cheese"", ""Keto Food""]","[60, 1505]","[165, 472]","Manufacturer: Aarong Dairy
Austagram Cheese is a white, salty, semi-hard Indigenous cheese. Common salt is an important constituent of this cheese for its role in preservation.
Composition:
Cow’s Fresh Milk, Enzyme & Sodium Chloride
Nutrition: Protein, Energy, Milk fat, carbohydrates, Minerals.",,"[""https://chaldn.com/_mpimage/aarong-dairy-austagram-cheese-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D47612&q=best&v=1""]",[],https://chaldal.com/aarong-austogram-cheese-200-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 540.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}, {""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 420.0, ""AvailabilityCutOffTimeOfDay"": null}]",Grocery,2026-09-08T00:32:23.858670+00:00
4364,Aarong Dairy Butter 200 gm,আড়ং ডেইরি মাখন ২০০ গ্রাম,200 gm,270.0,270.0,270.0,"[""Butter & Sour Cream""]",[59],"[165, 278, 364, 471, 474]","Aarong Butter is a dairy product made from fresh or curdled cream or milk, separating butterfat from buttermilk. It is commonly used as a spread in cooking, such as baking, making sauces, and pan frying. Butter contains butterfat, milk protein, and water. Often made from cow's milk, butter can also be made from the milk of other mammals, including sheep, goats, buffaloes, and yaks. Salt, flavoring, and preservatives are sometimes added to butter. Rendering butter produces clarified butter or ghee, which is almost entirely butterfat.",,"[""https://chaldn.com/_mpimage/aarong-dairy-butter-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D46787&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-butter-200-gm,BD,False,"[{""Quantity"": 1, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788827546319, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": null, ""AvailabilityCutOffTimeOfDay"": null}, {""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
15661,Aarong Dairy Cheese Spread Classic 180 gm,আড়ং ডেইরি চিজ স্প্রেড ক্লাসিক ১৮০ গ্রাম,180 gm,290.0,290.0,290.0,"[""Cheese"", ""Keto Food""]","[60, 1505]",[165],"Manufacturer: Aarong Dairy
Smooth and creamy cheese with cheesy flavor. One can spread it on bread for a quick breakfast or snack or to add extra taste to any food.
Composition:
Milk Solids, Cheese, Water, Emulsifiers (INS 452(i), INS 339(iii), INS 331(iii)), Iodised Salt, Stabilizer (INS 412), Preservative(INS 200), Acidity Regulator (INS 270, INS 260).
Nutrition: Protein, Energy, Milk fat, Carbohydrate",,"[""https://chaldn.com/_mpimage/aarong-dairy-cheese-spread-classic-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101670&q=best&v=1""]",[],https://chaldal.com/aarong-classic-spread-cheese-180-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
15663,Aarong Dairy Cheese Spread Garlic 180 gm,আড়ং ডেইরি চিজ স্প্রেড গার্লিক ১৮০ গ্রাম,180 gm,300.0,300.0,300.0,"[""Cheese"", ""Keto Food""]","[60, 1505]",[165],Smooth and creamy cheese with garlic flavor. One can spread it on bread for quick breakfast or snacks or add extra taste to any foods.,,"[""https://chaldn.com/_mpimage/aarong-dairy-cheese-spread-garlic-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D122744&q=best&v=1""]",[],https://chaldal.com/aarong-garlic-spread-cheese-180-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
15662,Aarong Dairy Cheese Spread Pizza 180 gm,আড়ং ডেইরি চিজ স্প্রেড পিজ্জা ১৮০ গ্রাম,180 gm,260.0,260.0,260.0,"[""Cheese""]",[60],[165],"Manufacturer: Aarong dairy
Smooth and creamy cheese with pizza flavor. One can spread it on bread for quick breakfast or snacks or to add extra taste in any foods.
Composition:
Milk Solids, Water, Cheese,  Emulsifiers (INS 452(i), INS 331(iii), INS 339(iii)), Iodised Salt, , Preservative(INS 200), Acidity Regulator (INS 270, INS 260),Stabilizer (INS 412).
CONTAINS ADDED FLAVOUR (NATURE- IDENTICAL FLAVOURING SUBSTANCES).

Nutrition: Protein, Energy, Milk fat, Carbohydrate",,"[""https://chaldn.com/_mpimage/aarong-dairy-cheese-spread-pizza-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D47617&q=best&v=1""]",[],https://chaldal.com/aarong-pizza-spread-cheese-180-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
14530,Aarong Dairy Chocolate Milk Drink UHT 200 ml,আড়ং ডেইরি চকোলেট দুধ ড্রিংক ইউএইচটি ২০০ মিলি,200 ml,35.0,35.0,35.0,"[""Liquid & UHT Milk""]",[1380],"[165, 277, 287, 471, 474]","The Aarong Dairy Chocolate Milk Drink UHT (200 ml) is a ready-to-drink beverage made from high-quality milk and cocoa, offering a rich chocolate flavor. It is processed using Ultra-High Temperature (UHT) technology, ensuring long shelf life without the need for refrigeration until opened. This drink provides a combination of the nutritional benefits of milk with the delightful taste of chocolate, making it a popular choice for kids and adults alike. It's a convenient source of calcium and energy, ideal for on-the-go refreshments or a quick snack.",,"[""https://chaldn.com/_mpimage/aarong-dairy-chocolate-milk-drink-uht-200-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101665&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-chocolate-milk-drink-uht-200-ml,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
39472,Aarong Dairy Cream Cheese Spread 180 gm,আড়ং ডেইরি ক্রিম চিজ স্প্রেড ১৮০ গ্রাম,180 gm,500.0,500.0,500.0,"[""Dips, Spreads & Syrups""]",[1596],[]," Aarong Dairy Cream Cheese Spread is a soft, spreadable, mild-tasting cheese made from cream, milk, and water. It is excellent for direct use with bread, biscuits, and for baking purposes too!",,"[""https://chaldn.com/_mpimage/aarong-dairy-cream-cheese-spread-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135802&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-cream-cheese-spread-180-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
6783,Aarong Dairy Full Cream Milk Powder 500 gm,আড়ং ডেইরি ফুল ক্রিম গুঁড়া দুধ ৫০০ গ্রাম,500 gm,460.0,460.0,460.0,"[""Liquid & UHT Milk""]",[1380],"[165, 471, 474]","Aarong Dairy Full Cream Milk powder is made from selected fresh cow’s milk of the highest quality with state-of-the-art European technology. It is full of Calcium, Protein, and all the essential Vitamins & Minerals to give your family a daily base of good taste & nutrition.
",,"[""https://chaldn.com/_mpimage/aarong-dairy-full-cream-milk-powder-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D174739&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-full-cream-milk-powder-500-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
23740,Aarong Dairy Laban 500 ml,আড়ং ডেইরি লাবান ৫০০ মিলি,500 ml,75.0,75.0,75.0,"[""Liquid & UHT Milk""]",[1380],[472],"Aarong Dairy’s milk-based beverages are tasty and nutritious. It adds a whole lot of goodness to every occasion.  Share and Enjoy!  CATEGORIES: LABAN, YOGHURT DRINKS.",,"[""https://chaldn.com/_mpimage/aarong-dairy-laban-500-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D74142&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-laban-500-ml,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 420.0, ""AvailabilityCutOffTimeOfDay"": null}]",Grocery,2026-09-08T00:32:23.858670+00:00
55151,Aarong Dairy Lassi 200 ml,আড়ং ডেইরি লাচ্ছি ২০০ মিলি,200 ml,40.0,40.0,40.0,"[""Liquid & UHT Milk""]",[1380],[],Aarong Dairy’s milk-based beverages are tasty and nutritious. It adds a whole lot of goodness to every occasion. Share and Enjoy!,,"[""https://chaldn.com/_mpimage/aarong-dairy-lassi-200-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D176341&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-lassi-200-ml,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 540.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
13790,Aarong Dairy Low Fat Yogurt (Sour) 500 gm,আড়ং ডেইরি সল্প ননিযুক্ত টক দই ৫০০ গ্রাম,500 gm,110.0,110.0,110.0,"[""Yogurt & Sweets""]",[64],"[165, 472]","Delicious, creamy and smooth, made from fresh milk collected every day from homestead dairy farmers across Bangladesh. It is completely natural, free of artificial ingredients and preservatives.  Share and Enjoy!  CATEGORIES: LOW FAT YOGHURT, YOGHURT, LOW FAT PRODUCTS.",,"[""https://chaldn.com/_mpimage/aarong-dairy-low-fat-yogurt-sour-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D70197&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-low-fat-yogurt-sour-500-gm,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 420.0, ""AvailabilityCutOffTimeOfDay"": null}]",Grocery,2026-09-08T00:32:23.858670+00:00
30876,Aarong Dairy Mango Milk Drink UHT 200 ml,আড়ং ডেইরি ম্যাঙ্গো মিল্ক ড্রিংক ইউএইচটি ২০০ মিলি,200 ml,35.0,35.0,35.0,"[""Liquid & UHT Milk""]",[1380],[],"Ingredients: Mango Pulp, Cow Milk, Sugar, Water, Stabilizers and Preservatives, Vitamins (A, C, D).

Aarong Dairy Mango Milk Drink is a delicious and refreshing beverage that combines the rich taste of mango with the creaminess of cow milk. This UHT (Ultra-High Temperature) treated drink ensures freshness and longevity, making it ideal for on-the-go consumption. It is a perfect blend for a quick, nutritious snack.

Usage: Consume chilled for the best taste and refreshment. Ideal for a quick drink at any time of the day.",,"[""https://chaldn.com/_mpimage/aarong-dairy-mango-milk-drink-uht-200-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99536&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-mango-milk-drink-uht-200-ml,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788836400000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788881400000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 0.0, ""AvailabilityCutOffTimeOfDay"": 1350.0}]",Grocery,2026-09-08T00:32:23.858670+00:00
23741,Aarong Dairy Matha 200 ml,আড়ং ডেইরি মাঠা ২০০ মিলি,200 ml,35.0,35.0,35.0,"[""Liquid & UHT Milk""]",[1380],[472],Aarong Dairy’s milk-based beverages are tasty and nutritious. It adds a whole lot of goodness to every occasion.  Share and Enjoy!,,"[""https://chaldn.com/_mpimage/aarong-dairy-matha-200-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D74143&q=best&v=1""]",[],https://chaldal.com/aarong-dairy-matha-200-ml,BD,False,"[{""Quantity"": 50, ""EarliestAvailableTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""AvailabilityExpiryTime"": {""UnixTimeMilliseconds"": 1788829200000, ""Offset"": 360.0}, ""EarliestAvailableTimeOfDay"": 420.0, ""AvailabilityCutOffTimeOfDay"": null}]",Grocery,2026-09-08T00:32:23.858670+00:00
